model,horizon,fold_id,metric,value
AutoTheta,1,1,MAE,0.9744593143004199
AutoTheta,1,1,RMSE,1.1821213259271965
AutoTheta,1,1,MAPE,1.4529145424180858
AutoTheta,1,1,sMAPE,1.4376425301167046
AutoTheta,1,1,R2,-44.937146403206555
AutoTheta,1,1,MASE,2.0112009815787624
AutoTheta,1,1,DA,55.072463768115945
AutoTheta,1,1,HitRate_0.5pct,4.444444444444445
AutoTheta,1,1,fit_seconds,0.16227507591247559
AutoTheta,1,1,pred_seconds,0.005300283432006836
AutoTheta,1,1,n_eval,90.0
HistoricAverage,1,1,MAE,12.933805300713551
HistoricAverage,1,1,RMSE,12.934981237655292
HistoricAverage,1,1,MAPE,19.285569700219057
HistoricAverage,1,1,sMAPE,21.343995628842006
HistoricAverage,1,1,R2,-5499.111772038823
HistoricAverage,1,1,MASE,26.694271925573904
HistoricAverage,1,1,DA,50.72463768115942
HistoricAverage,1,1,HitRate_0.5pct,0.0
HistoricAverage,1,1,fit_seconds,0.0030350685119628906
HistoricAverage,1,1,pred_seconds,0.0030088424682617188
HistoricAverage,1,1,n_eval,90.0
Prophet,1,1,MAE,1.0621038532906666
Prophet,1,1,RMSE,1.2639254704909046
Prophet,1,1,MAPE,1.5848844498506733
Prophet,1,1,sMAPE,1.5935861868544232
Prophet,1,1,R2,-51.51493600568469
Prophet,1,1,MASE,2.1920918410126937
Prophet,1,1,DA,47.82608695652174
Prophet,1,1,HitRate_0.5pct,4.444444444444445
Prophet,1,1,fit_seconds,0.8557531833648682
Prophet,1,1,pred_seconds,0.05111551284790039
Prophet,1,1,n_eval,90.0
MLForecast_LGBM,1,1,MAE,0.09967583073728624
MLForecast_LGBM,1,1,RMSE,0.14401670199627725
MLForecast_LGBM,1,1,MAPE,0.14852228011135488
MLForecast_LGBM,1,1,sMAPE,0.14863766735875758
MLForecast_LGBM,1,1,R2,0.31818644422656583
MLForecast_LGBM,1,1,MASE,0.20572242029666266
MLForecast_LGBM,1,1,DA,65.21739130434783
MLForecast_LGBM,1,1,HitRate_0.5pct,2.2222222222222223
MLForecast_LGBM,1,1,fit_seconds,0.09555697441101074
MLForecast_LGBM,1,1,pred_seconds,0.16807270050048828
MLForecast_LGBM,1,1,n_eval,90.0
Naive,5,1,MAE,0.3418604651162788
Naive,5,1,RMSE,0.36607598652052653
Naive,5,1,MAPE,0.5092319684583525
Naive,5,1,sMAPE,0.5106862486016925
Naive,5,1,R2,-3.6589733947541374
Naive,5,1,MASE,0.7055708667513078
Naive,5,1,DA,55.84415584415584
Naive,5,1,HitRate_0.5pct,4.651162790697675
Naive,5,1,fit_seconds,0.0
Naive,5,1,pred_seconds,0.0
Naive,5,1,n_eval,86.0
SeasonalNaive,5,1,MAE,0.17790697674418585
SeasonalNaive,5,1,RMSE,0.2466048529294828
SeasonalNaive,5,1,MAPE,0.2651290106291727
SeasonalNaive,5,1,sMAPE,0.2655207935927246
SeasonalNaive,5,1,R2,-1.1142239353200907
SeasonalNaive,5,1,MASE,0.367184838819558
SeasonalNaive,5,1,DA,58.82352941176471
SeasonalNaive,5,1,HitRate_0.5pct,4.651162790697675
SeasonalNaive,5,1,fit_seconds,0.0
SeasonalNaive,5,1,pred_seconds,0.0
SeasonalNaive,5,1,n_eval,86.0
RollingNaive,5,1,MAE,0.13546511627907049
RollingNaive,5,1,RMSE,0.19758719005648828
RollingNaive,5,1,MAPE,0.2018660489186913
RollingNaive,5,1,sMAPE,0.20198816846012188
RollingNaive,5,1,R2,-0.35726708658456463
RollingNaive,5,1,MASE,0.2795884557024757
RollingNaive,5,1,DA,61.66666666666667
RollingNaive,5,1,HitRate_0.5pct,3.488372093023256
RollingNaive,5,1,fit_seconds,0.0
RollingNaive,5,1,pred_seconds,0.0
RollingNaive,5,1,n_eval,86.0
AutoARIMA,5,1,MAE,1.0860604014574262
AutoARIMA,5,1,RMSE,1.2746684852186938
AutoARIMA,5,1,MAPE,1.6193513602815683
AutoARIMA,5,1,sMAPE,1.6015643310337422
AutoARIMA,5,1,R2,-55.486185063283976
AutoARIMA,5,1,MASE,2.241536114858869
AutoARIMA,5,1,DA,54.54545454545454
AutoARIMA,5,1,HitRate_0.5pct,6.976744186046512
AutoARIMA,5,1,fit_seconds,2.4449331760406494
AutoARIMA,5,1,pred_seconds,0.003923892974853516
AutoARIMA,5,1,n_eval,86.0
AutoETS,5,1,MAE,1.1840159617297674
AutoETS,5,1,RMSE,1.4017585063002713
AutoETS,5,1,MAPE,1.7653469543704934
AutoETS,5,1,sMAPE,1.7438600370846287
AutoETS,5,1,R2,-67.31155131263625
AutoETS,5,1,MASE,2.44370804351683
AutoETS,5,1,DA,54.54545454545454
AutoETS,5,1,HitRate_0.5pct,6.976744186046512
AutoETS,5,1,fit_seconds,0.6730613708496094
AutoETS,5,1,pred_seconds,0.0017354488372802734
AutoETS,5,1,n_eval,86.0
AutoTheta,5,1,MAE,1.0175877105529374
AutoTheta,5,1,RMSE,1.209225098902523
AutoTheta,5,1,MAPE,1.517206100318534
AutoTheta,5,1,sMAPE,1.5012252461455196
AutoTheta,5,1,R2,-49.834909341344975
AutoTheta,5,1,MASE,2.100214316054664
AutoTheta,5,1,DA,54.54545454545454
AutoTheta,5,1,HitRate_0.5pct,6.976744186046512
AutoTheta,5,1,fit_seconds,0.1315317153930664
AutoTheta,5,1,pred_seconds,0.004640817642211914
AutoTheta,5,1,n_eval,86.0
HistoricAverage,5,1,MAE,12.945446127586933
HistoricAverage,5,1,RMSE,12.946557057346126
HistoricAverage,5,1,MAPE,19.2996075562405
HistoricAverage,5,1,sMAPE,21.361174589458106
HistoricAverage,5,1,R2,-5826.151734374905
HistoricAverage,5,1,MASE,26.71829760021271
HistoricAverage,5,1,DA,49.35064935064935
HistoricAverage,5,1,HitRate_0.5pct,2.3255813953488373
HistoricAverage,5,1,fit_seconds,0.0026853084564208984
HistoricAverage,5,1,pred_seconds,0.0036613941192626953
HistoricAverage,5,1,n_eval,86.0
Prophet,5,1,MAE,1.0503923650915226
Prophet,5,1,RMSE,1.261367289124555
Prophet,5,1,MAPE,1.5671324525185506
Prophet,5,1,sMAPE,1.5771346366576993
Prophet,5,1,R2,-54.313466447264396
Prophet,5,1,MASE,2.167920327419254
Prophet,5,1,DA,54.54545454545454
Prophet,5,1,HitRate_0.5pct,5.813953488372093
Prophet,5,1,fit_seconds,0.7590885162353516
Prophet,5,1,pred_seconds,0.03681015968322754
Prophet,5,1,n_eval,86.0
MLForecast_LGBM,5,1,MAE,0.10055997438704292
MLForecast_LGBM,5,1,RMSE,0.14609398545112215
MLForecast_LGBM,5,1,MAPE,0.14981522848581671
MLForecast_LGBM,5,1,sMAPE,0.14993192555068638
MLForecast_LGBM,5,1,R2,0.2579854502274832
MLForecast_LGBM,5,1,MASE,0.20754721744329763
MLForecast_LGBM,5,1,DA,71.42857142857143
MLForecast_LGBM,5,1,HitRate_0.5pct,5.813953488372093
MLForecast_LGBM,5,1,fit_seconds,0.09305071830749512
MLForecast_LGBM,5,1,pred_seconds,0.16275382041931152
MLForecast_LGBM,5,1,n_eval,86.0
